,sample_id,ancestry,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,label
939,TGG_427,nfe,-0.0136083,-0.0289954,0.0300704,-0.00563589,0.00867902,0.00941094,0.000532744,0.0037917,0.00710496,0.0189669,Known
940,TGG_428,nfe,-0.014198,-0.0194003,0.0526698,-0.0310878,-0.0402643,0.0541732,0.00286465,-0.0273875,0.00105359,-0.00423788,Known
941,TGG_429,nfe,-0.0139167,-0.0213901,0.0505269,-0.0281374,-0.0350403,0.0492756,0.00158472,-0.0229736,-0.000211734,0.00124124,Known
942,TGG_430,nfe,-0.0126046,-0.0197733,0.0497217,-0.0276601,-0.0344683,0.051894,0.00191973,-0.0251493,0.00101381,0.000137724,Known
943,TGG_431,nfe,-0.013213,-0.0211959,0.0531486,-0.0325327,-0.0395398,0.0536812,0.00250601,-0.0297852,0.00114541,-0.00889695,Known
944,TGG_432,nfe,-0.0132718,-0.0210627,0.0495184,-0.0289156,-0.0298434,0.0455653,0.00343978,-0.0212106,-0.00146565,-0.00664139,Known
945,TGG_434,nfe,-0.0141466,-0.0202631,0.0490977,-0.0281911,-0.0329124,0.0480976,0.00319672,-0.0201742,0.00332016,0.00255191,Known
946,TGG_435,nfe,-0.0142172,-0.0201919,0.0500872,-0.0291353,-0.0379407,0.0533688,0.00314145,-0.0244109,0.000691689,-0.00122144,Known
947,TGG_436,amr,-0.0103756,-0.0192375,0.00104591,0.0271756,0.00290491,0.0135321,-0.00298816,0.00133792,0.00426079,3.42704e-05,Known
948,TGG_437,amr,0.00596834,-0.00724634,-0.000892565,0.0267696,-0.00214092,0.00728325,-0.0121521,-0.00397775,-0.00627293,-0.00955971,Known
949,TGG_438,amr,-0.0023848,-0.00962853,-0.00350444,0.0371781,-0.00882293,0.0108982,-0.00277969,0.00102876,0.00319768,-0.0159386,Known
950,TGG_439,amr,-0.0134232,-0.0113877,-0.00196059,0.056063,-0.0107226,0.00781797,-0.00374516,-0.00534805,-0.00566809,-0.0090222,Known
951,TGG_440,amr,-0.014905,-0.00305923,-0.00734648,0.0764043,-0.0327948,0.00157115,-0.00699041,0.0012709,-0.00607002,-0.0138601,Known
952,TGG_442,amr,-0.013282,-5.57922e-05,0.0526037,0.0163159,-0.0949935,0.0258799,-0.000198578,-0.0379906,-0.0126088,-0.0552154,Known
953,TGG_444,sas,-0.0119598,-0.0148926,-0.0263726,-0.0131165,-0.00617453,8.25585e-05,-0.00523077,0.00237124,-0.0010043,-0.011979,Known
954,TGG_446,eas,-0.017846,0.0408407,0.0124248,-0.0108911,-0.00848396,0.0352131,0.00319781,-0.00589323,0.00646475,0.0239541,Known
955,TGG_447,eas,-0.0182613,0.0394033,0.0109913,-0.0113088,-0.00297907,0.0345921,0.00160405,-0.0057027,0.00862188,0.0221405,Known
956,TGG_448,nfe,-0.0111414,-0.0290845,0.00574431,0.0049691,0.0278326,0.0216172,9.72332e-05,-0.0154945,-0.00083283,-0.0135218,Known
957,TGG_449,nfe,-0.0113887,-0.0289004,0.00396149,0.0012876,0.0280307,0.0213067,0.00118399,-0.0135095,-0.00414864,-0.00857313,Known
958,TGG_451,nfe,-0.0113046,-0.030015,0.00456467,0.000123397,0.0286286,0.0224866,0.00111134,-0.0117716,0.000191955,-0.0123519,Known
959,TGG_454,nfe,-0.0112591,-0.0298678,0.00630373,0.00462753,0.0293135,0.0211618,0.00195933,-0.0097547,0.000836139,-0.0118632,Known
960,TGG_455,nfe,-0.0117967,-0.0298783,0.00531257,0.00417542,0.0274281,0.0219171,0.00152985,-0.0116989,-0.000446444,-0.00983202,Known
961,TGG_456,nfe,-0.0121133,-0.0301863,0.00454489,0.000683377,0.0290578,0.0195184,-0.000949628,-0.013676,0.000755434,-0.00784704,Known
962,TGG_457,nfe,-0.0119155,-0.0293811,0.00312801,0.00267343,0.0260829,0.0196964,0.000508562,-0.0131271,-0.00198929,-0.0108182,Known
963,TGG_459,nfe,-0.0120045,-0.0299703,0.00491344,0.00244503,0.028739,0.0220573,0.00245302,-0.0119517,0.000422795,-0.0095319,Known
964,TGG_463,nfe,-0.00854252,-0.0289,0.00459039,0.00125984,0.0277065,0.0205223,0.00108186,-0.0188584,0.00201183,-0.00928147,Known
965,TGG_464,nfe,-0.0106874,-0.0300141,0.0063693,0.00224444,0.0299467,0.0214356,0.00169281,-0.0160683,0.000989506,-0.00762968,Known
966,TGG_466,nfe,-0.0102564,-0.0298847,0.0051879,0.00184667,0.0277046,0.0202678,-0.000168537,-0.0108328,0.00100399,-0.0100045,Known
967,TGG_468,nfe,-0.0120018,-0.0309296,0.00605619,0.00479113,0.0265948,0.0208608,0.00138752,-0.0118938,0.00146869,-0.0110631,Known
968,TGG_469,nfe,-0.0137869,-0.0245207,0.0370752,-0.0204014,-0.0145181,0.0490598,0.00377877,-0.00229723,0.00850325,0.0298334,Known
969,TGG_471,nfe,-0.0134041,-0.0249378,0.0357579,-0.0177165,-0.00970988,0.0482035,0.00544471,-0.00349911,0.00464736,0.0294082,Known
970,TGG_473,nfe,-0.0132011,-0.0238353,0.0378472,-0.0183645,-0.016079,0.0480384,0.00169173,-0.00466014,0.00340531,0.0283365,Known
971,TGG_474,nfe,-0.0138178,-0.0256032,0.0380353,-0.0207879,-0.0153861,0.0503226,0.00108468,-0.00900626,0.00367874,0.0270854,Known
972,TGG_475,nfe,-0.0139006,-0.0251881,0.036978,-0.0185602,-0.0133648,0.0459106,0.00267765,-0.0011978,0.00616428,0.0266765,Known
973,TGG_476,nfe,-0.013177,-0.0225641,0.0360412,-0.0203799,-0.0163069,0.0467278,0.00190448,-0.00252109,0.0042843,0.0278595,Known
974,TGG_478,nfe,-0.0115264,-0.0213043,0.0375765,-0.0189419,-0.0173249,0.0510865,0.0021154,-0.00501258,0.00549514,0.0238231,Known
975,TGG_480,nfe,-0.0110874,-0.0305224,0.00457306,-0.000109833,0.0229369,0.0152707,0.0142934,-0.0238404,0.00734539,0.013808,Known
976,TGG_484,nfe,-0.0111535,-0.029718,0.0067169,0.00244315,0.0252996,0.0247525,0.00117051,-0.00914999,0.00846493,-0.00709337,Known
977,TGG_485,nfe,-0.0117215,-0.0304649,0.00556597,2.9422e-05,0.0255037,0.0246263,0.00171661,-0.00670592,0.00859741,-0.00218615,Known
978,TGG_486,nfe,-0.0115176,-0.0305337,0.00539916,0.00234494,0.0241007,0.0223753,0.00276268,-0.00779315,0.00253106,-0.0123875,Known
979,TGG_488,nfe,-0.0108366,-0.0291757,0.00497928,0.000508094,0.0249743,0.0249138,-0.000967611,-0.00811545,0.00383257,-0.013875,Known
980,TGG_490,nfe,-0.0118719,-0.0300394,0.00581739,0.00331501,0.0289764,0.0202564,0.00231498,-0.0121986,0.000644228,-0.0114117,Known
981,TGG_491,nfe,-0.0117909,-0.0302877,0.00521511,0.00103822,0.0286861,0.0222116,-0.00116421,-0.0121262,-0.000355673,-0.0101495,Known
982,TGG_492,nfe,-0.0123128,-0.031342,0.00621458,0.00202199,0.0304557,0.0217666,0.00178409,-0.0135059,0.000383946,-0.0109629,Known
983,TGG_495,nfe,-0.0121206,-0.0304407,0.00538567,0.00161617,0.0283167,0.0202387,0.00067173,-0.012573,-4.57298e-05,-0.00764212,Known
984,TGG_497,nfe,-0.0113217,-0.0292338,0.00488884,0.00241143,0.0284535,0.0212925,0.00159348,-0.0137431,-0.000872911,-0.0136061,Known
985,TGG_498,nfe,-0.0121611,-0.0301483,0.00640932,0.0036902,0.0303977,0.0232039,0.000183124,-0.0172103,0.00133808,-0.010541,Known
986,TGG_499,nfe,-0.0118072,-0.0303795,0.00479047,0.000279112,0.0278623,0.0204144,-0.000325196,-0.0107445,0.00358346,-0.0112029,Known
987,TGG_500,nfe,-0.0132624,-0.0305031,0.00781699,0.00481323,0.0307902,0.0212077,-0.0014065,-0.00861133,0.00143179,-0.0117384,Known
988,TGG_501,nfe,-0.0125041,-0.0294481,0.00390406,0.00273336,0.0251271,0.0173185,-0.000788489,-0.00335693,-0.000845584,-0.00855453,Known
989,TGG_502,eas,-0.0191606,0.0473292,0.0396306,-0.0344831,-0.0354371,0.042664,0.00303472,-0.0416351,0.00270925,-0.0329027,Known
990,TGG_503,eas,-0.0193339,0.0461255,0.0390399,-0.0296106,-0.0412575,0.0450988,0.00337142,-0.0400412,0.00281792,-0.0288371,Known
991,TGG_504,eas,-0.0195821,0.0463312,0.0369434,-0.0288431,-0.0398231,0.0496482,0.00285667,-0.0374189,0.00432878,-0.0187706,Known
992,TGG_505,eas,-0.019476,0.0464942,0.0350819,-0.0304175,-0.0411534,0.0493104,0.00223703,-0.0409672,0.0064889,-0.0172028,Known
993,TGG_507,eas,-0.0197078,0.049777,0.0379712,-0.030138,-0.0417156,0.050058,0.00164115,-0.0360748,0.00738244,-0.0192717,Known
994,TGG_508,eas,-0.0193345,0.0471618,0.0405608,-0.0297295,-0.0423732,0.0445747,0.00122535,-0.0365335,0.00106422,-0.0290688,Known
995,TGG_509,eas,-0.0191358,0.0463786,0.0403297,-0.0318902,-0.0476063,0.0473818,-0.000766217,-0.0401112,0.0021196,-0.0315182,Known
996,TGG_510,eas,-0.0196469,0.0479234,0.0449973,-0.0326049,-0.0477227,0.0359893,0.00225949,-0.0528039,0.00242632,-0.0494005,Known
997,TGG_511,eas,-0.0199247,0.0491174,0.0464717,-0.0344143,-0.0476167,0.0410918,0.00419461,-0.0612388,0.00168724,-0.0539822,Known
998,TGG_512,eas,-0.0195699,0.0474404,0.045424,-0.0347357,-0.0461613,0.0389583,0.00506919,-0.0561453,0.00246819,-0.0552349,Known
999,TGG_513,eas,-0.0198749,0.0489992,0.0477856,-0.0360422,-0.0515372,0.0400971,0.00592936,-0.0606236,-0.000177864,-0.0576761,Known
1000,TGG_514,eas,-0.0202662,0.0490272,0.0485914,-0.0358343,-0.051074,0.0406539,0.0069852,-0.0680283,0.0045268,-0.0564984,Known
1001,TGG_515,eas,-0.0197004,0.0475257,0.0472704,-0.0343725,-0.0487836,0.0348283,0.0012248,-0.0555873,-0.00139326,-0.053446,Known
1002,TGG_516,eas,-0.0198414,0.046894,0.0456816,-0.0334134,-0.0486302,0.0404482,0.00497042,-0.0632679,0.00514776,-0.0551862,Known
1003,TGG_517,eas,-0.0195786,0.0487541,0.0473408,-0.035166,-0.0530293,0.041039,0.00700634,-0.0604271,0.00365276,-0.0527517,Known
1004,TGG_518,eas,-0.019563,0.0471972,0.0422467,-0.032557,-0.044502,0.0395561,0.00548499,-0.0584618,0.00558103,-0.0478673,Known
1005,TGG_520,eas,-0.0198766,0.0488524,0.047758,-0.034509,-0.0500448,0.0387808,0.00447654,-0.0554771,-0.00128761,-0.0501858,Known
1006,TGG_522,eas,-0.0197646,0.0489222,0.0480764,-0.0359881,-0.0509753,0.0394592,0.00442469,-0.063241,-0.00118914,-0.0661557,Known
1007,TGG_523,eas,-0.0197849,0.048942,0.0483925,-0.037777,-0.0514022,0.0328272,0.00357071,-0.0566432,-0.000316522,-0.0582417,Known
1008,TGG_524,eas,-0.0191649,0.0437201,0.034504,-0.0258965,-0.032152,0.0314498,0.00165265,-0.0234293,0.00155274,-0.00695666,Known
1009,TGG_525,eas,-0.0192134,0.0441539,0.0349517,-0.0279184,-0.034389,0.0307536,0.000886927,-0.0261313,0.00235881,-0.0112355,Known
1010,TGG_527,eas,-0.0187118,0.042966,0.0306712,-0.0257951,-0.0273854,0.0357209,0.00043514,-0.017322,0.00156182,0.00785564,Known
1011,TGG_528,eas,-0.0190591,0.0440438,0.0341514,-0.0247699,-0.0363747,0.0378956,-0.000575792,-0.0144213,0.00279863,-0.00425098,Known
1012,TGG_530,eas,-0.0183381,0.0431265,0.0325845,-0.0247063,-0.0277808,0.0364694,-0.00117942,-0.0205483,-0.00195622,-0.00349178,Known
1013,TGG_531,eas,-0.0188924,0.0432535,0.0323346,-0.0244847,-0.0314866,0.0374384,0.00199356,-0.0167578,0.00147558,-0.00422508,Known
1014,TGG_534,eas,-0.0183928,0.042252,0.0246352,-0.0194998,-0.0229305,0.0389311,0.00108103,-0.00981718,0.00426252,0.0187601,Known
1015,TGG_535,eas,-0.0185991,0.0420643,0.0218005,-0.0180702,-0.0158114,0.0384948,0.00199529,-0.0118999,0.00465061,0.0189684,Known
1016,TGG_536,eas,-0.0180045,0.0421527,0.0220589,-0.0184713,-0.0151632,0.0396161,0.00326279,-0.0148069,0.00323238,0.0228006,Known
1017,TGG_537,eas,-0.0183447,0.0421202,0.0252026,-0.0159022,-0.0152583,0.0423822,0.0020371,-0.0131968,0.00441925,0.0221513,Known
1018,TGG_539,eas,-0.0178907,0.0407119,0.0216361,-0.0196801,-0.0259734,0.0381758,0.00305874,-0.011006,0.005376,0.0199326,Known
1019,TGG_542,eas,-0.0165526,0.0371703,-0.00501984,-0.000631381,0.0155959,0.00400981,0.0217744,-0.042545,0.0175965,0.0356037,Known
1020,TGG_543,eas,-0.016245,0.0358819,-0.00349304,-0.000162974,0.0139258,0.00611474,0.0214206,-0.0412963,0.0212674,0.0384305,Known
1021,TGG_544,eas,-0.016631,0.036398,-0.0042839,-0.00150436,0.0147833,0.00532158,0.0267674,-0.047556,0.0269584,0.0404418,Known
1022,TGG_545,eas,-0.0170118,0.0355591,-0.00494071,-0.00279137,0.0156933,0.00616836,0.0227607,-0.0394212,0.0208304,0.0328684,Known
1023,TGG_547,eas,-0.0165104,0.0345998,-0.0162963,0.00721771,0.0328262,0.0136114,0.0016501,-0.0139515,0.00910202,-0.010748,Known
1024,TGG_548,eas,-0.0164807,0.0345129,-0.0159041,0.00862159,0.0344536,0.0116049,0.00072383,-0.00597126,0.00857153,-0.0108605,Known
1025,TGG_549,eas,-0.0166008,0.0331291,-0.0178573,0.00730809,0.0314037,0.010481,-0.000799688,-0.00862333,0.00721994,-0.0155952,Known
1026,TGG_551,afr,0.0356314,0.00537532,0.0136252,-0.0060583,-0.0156449,0.00201162,0.0103089,-0.028209,0.0346221,0.0510697,Known
1027,TGG_552,afr,0.0337625,0.000259938,-0.000947199,0.00205464,0.00242581,0.0058467,-0.0205894,0.015367,0.0175099,-0.0317045,Known
1028,TGG_553,afr,0.0369729,0.00374563,-0.00112173,0.00195622,0.00650089,0.00308792,-0.027597,-0.000726683,0.00607651,-0.0159071,Known
1029,TGG_555,amr,-0.0139348,0.00938338,0.0320466,0.0619653,-0.0961123,0.0314668,-0.00809517,0.0118852,-0.00570345,0.0262016,Known
1030,TGG_556,afr,0.0341486,0.000841757,-0.00124633,0.00095788,0.00726717,0.0067749,-0.0145402,0.00495429,0.0123705,-0.0289665,Known
1031,TGG_557,afr,0.0329475,0.000271555,-0.00158787,0.00232107,0.00639675,0.00624292,-0.020402,-0.00134272,0.0148537,-0.0211795,Known
1032,TGG_558,amr,-0.0172509,0.00886631,0.0323246,0.0648172,-0.0936022,0.0286545,-0.0049852,0.0134768,-0.00509417,0.023686,Known
1033,TGG_560,amr,-0.0177471,0.015919,0.0300505,0.0838807,-0.108105,0.0255946,-0.0059997,0.0175287,-0.00489522,0.0269609,Known
1034,TGG_562,amr,-0.0117738,0.00673464,0.00268235,0.0871875,-0.065054,-0.00775347,0.0155222,-0.0149892,0.00879774,0.0446809,Known
1035,TGG_564,amr,-0.01574,0.0186679,0.00188213,0.0570398,-0.0352929,-0.00333446,0.0169583,-0.0209786,0.011227,0.0393619,Known
1036,TGG_568,afr,0.0360882,0.00332535,0.0136948,-0.00456811,-0.0160771,3.81916e-05,0.0120764,-0.0304215,0.0378245,0.0546399,Known
1037,TGG_569,amr,-0.0100437,-0.00294555,-0.00554696,0.0695492,-0.0261742,0.00149836,-0.00707237,0.00552519,-0.00673919,-0.0122192,Known
1038,TGG_570,amr,-0.0138304,-0.00388116,-0.00506545,0.0767065,-0.0314838,0.00417372,-0.00717596,0.00721831,-0.00129018,-0.0123993,Known
1039,TGG_571,amr,-0.0164169,0.0103342,-0.0124729,0.111119,-0.0579603,-0.00897842,-0.00887417,0.0173536,-0.00423933,-0.0129545,Known
1040,TGG_572,amr,-0.0146659,-0.00422128,-0.00601454,0.0789483,-0.0340447,0.00164319,-0.00678074,0.00878755,-0.00358345,-0.00973662,Known
1041,TGG_574,amr,-0.0159941,0.00874147,-0.010459,0.108485,-0.0610877,-0.00476022,-0.00567152,0.0183216,0.00143741,-0.000134362,Known
1042,TGG_579,afr,0.014721,-0.0135835,0.00446004,0.00189351,0.0132847,0.00916016,0.00813524,-0.0087994,0.00964686,0.0204673,Known
1043,TGG_580,afr,0.0307233,-0.00170766,-0.0005949,0.000566616,0.00435122,0.00264545,0.00260346,-0.00730129,0.0345468,0.0174019,Known
1044,TGG_582,amr,-0.0159489,0.00498235,-0.00920567,0.11017,-0.0540432,-0.00539355,-0.00707488,0.00893871,-0.0104376,-0.0102039,Known
1045,TGG_583,amr,-0.0151158,0.00202207,-0.0079424,0.093941,-0.0413544,-0.00299207,-0.00786135,0.0097601,-0.00468368,-0.0101158,Known
1046,TGG_585,afr,0.0313318,-0.00241218,-0.000677036,0.00103751,0.00708415,0.00718618,-0.0129396,0.00296984,0.0117495,-0.0256014,Known
1047,TGG_587,afr,0.032893,0.000133662,0.00102754,-0.00172291,0.00171331,0.0115297,-0.0192306,0.0189989,0.031177,-0.0177977,Known
1048,TGG_588,eas,-0.0160327,0.0293274,-0.0192207,0.00537493,0.0297252,0.00899583,0.000250498,-0.0157137,-0.00128773,-0.0149902,Known
1049,TGG_589,eas,-0.0163951,0.0336941,-0.015597,0.00940987,0.0375296,0.0108165,0.000810412,-0.0155314,0.00127587,-0.0150677,Known
1050,TGG_590,eas,-0.0166745,0.0365321,-0.00190754,-9.29417e-05,0.0177812,0.00845862,0.0230302,-0.0444503,0.0224293,0.0302779,Known
1051,TGG_592,eas,-0.0191526,0.042609,0.0285418,-0.0194359,-0.0196798,0.0285815,-0.000100541,-0.00381782,0.00216529,0.00667172,Known
1052,TGG_594,eas,-0.0162144,0.0343123,-0.0153658,0.00777331,0.033384,0.00736787,0.0128833,-0.0281052,0.0118126,0.00866776,Known
1053,TGG_596,eas,-0.0157306,0.0325022,-0.0159603,0.00629533,0.0296486,0.0123568,0.00128029,-0.0101047,0.00705469,-0.00308666,Known
1054,TGG_597,eas,-0.0162162,0.033603,-0.0144777,0.00587826,0.0291721,0.0154324,0.00387616,-0.0111411,0.0109542,-0.00712525,Known
1055,TGG_598,afr,0.0371723,0.00383889,-0.00188964,0.000988216,-0.00042132,-0.00338279,-0.000239978,-0.00671625,0.0205881,0.0276991,Known
1056,TGG_601,eas,-0.0157908,0.0314876,-0.014619,0.00722042,0.0297279,0.0156174,0.00431303,-0.0101146,0.0103506,-0.00481095,Known
1057,TGG_603,eas,-0.0165989,0.0350502,-0.0142818,0.00693982,0.0322499,0.0121236,0.00120912,-0.0091123,0.00782821,-0.00462454,Known
1058,TGG_604,eas,-0.0167654,0.034507,-0.0172898,0.00942386,0.0349513,0.00881656,-0.000595833,-0.0141723,0.00185682,-0.0179086,Known
1059,TGG_605,eas,-0.016556,0.0333239,-0.0165169,0.0106961,0.0345832,0.0102913,-0.00199538,-0.0186586,0.00360751,-0.0158405,Known
1060,TGG_606,eas,-0.0160105,0.0353972,-0.0182746,0.00622925,0.0362013,0.00911746,0.00221434,-0.0170735,0.00206848,-0.0208203,Known
1061,TGG_607,eas,-0.0169587,0.034694,-0.0168484,0.0057632,0.036679,0.0139381,0.000570049,-0.0192006,0.00531219,-0.0208062,Known
1062,TGG_609,eas,-0.0165759,0.0329622,-0.01705,0.00738911,0.0364509,0.00885442,-0.000907087,-0.0130971,0.00263835,-0.0143065,Known
1063,TGG_610,eas,-0.0161321,0.0333319,-0.0180392,0.00545016,0.0370362,0.00973065,-0.000577912,-0.0186836,0.00357962,-0.0156708,Known
1064,TGG_611,eas,-0.0162398,0.0336523,-0.0171023,0.00694439,0.0357953,0.0119338,-0.00105138,-0.0192703,0.00223375,-0.0176152,Known
1065,TGG_612,eas,-0.0163224,0.0328335,-0.0172266,0.00707083,0.0343855,0.00955353,-5.9972e-05,-0.0132697,0.00152396,-0.0128251,Known
1066,TGG_613,eas,-0.016393,0.034761,-0.0163873,0.00863603,0.0362608,0.0111747,-0.00133623,-0.018101,0.00419068,-0.0165467,Known
1067,TGG_615,amr,-0.00882784,-0.00220386,-0.00578629,0.070255,-0.0261616,0.0015964,-0.00787421,0.00243821,-0.0103022,-0.0064254,Known
1068,TGG_616,afr,0.0362595,0.00216341,-0.00150036,-0.000536284,0.00029715,0.000117265,-0.00518595,-0.0093071,0.0296056,0.0188455,Known
1069,TGG_617,amr,-0.0156748,0.00600592,-0.010231,0.105678,-0.0511422,-0.00321077,-0.00774776,0.00777852,-0.0105877,-0.0125875,Known
1070,TGG_619,afr,0.0378565,0.00330635,-0.001738,-0.00102015,-0.00145553,-0.00494607,0.0130002,-0.00689453,0.0130879,0.0221945,Known
1071,TGG_620,afr,0.0295452,-0.00233936,0.000226618,-0.000513852,0.00606074,0.00375469,-0.00142427,-0.015542,0.023335,0.0168431,Known
1072,TGG_622,eas,-0.0162483,0.0338695,-0.0163608,0.00678042,0.0383796,0.0112937,0.000747294,-0.016997,0.00238845,-0.0170702,Known
1073,TGG_623,eas,-0.0167292,0.0338075,-0.0153238,0.00790468,0.0357156,0.00564033,0.0142683,-0.0245912,0.0125838,0.0105516,Known
1074,TGG_624,eas,-0.0160299,0.0342945,-0.0175906,0.0077223,0.0382437,0.00661192,-0.00118551,-0.00937622,0.00365189,-0.0123337,Known
1075,TGG_626,eas,-0.0163116,0.0334219,-0.0164037,0.00859098,0.0352364,0.010632,-4.04245e-05,-0.0176409,0.00277465,-0.0192386,Known
1076,TGG_627,eas,-0.0186108,0.0394581,0.0196922,-0.0190817,-0.017923,0.0337173,0.000696624,-0.0119025,0.00326788,0.00804933,Known
1077,TGG_629,eas,-0.0181345,0.0397969,0.0188632,-0.0188603,-0.0136215,0.034354,1.3106e-05,-0.0079087,0.00423949,0.0140687,Known
1078,TGG_631,eas,-0.0158624,0.0338388,-0.0172456,0.0065945,0.0394733,0.00883046,-0.00139319,-0.0111858,0.00260792,-0.012225,Known
1079,TGG_632,eas,-0.0165093,0.0323831,-0.0180254,0.00747669,0.0343263,0.00872165,-1.01966e-05,-0.0166832,0.00100027,-0.0156252,Known
1080,TGG_633,afr,0.0299519,-0.00266038,-0.000826126,0.00144165,0.00264339,0.00251413,0.00369012,-0.0110239,0.0048345,0.026057,Known
1081,TGG_634,afr,0.0357899,0.00166607,0.000271459,-0.000211711,0.00397479,0.00122049,-0.000790266,-0.00653701,0.0343587,0.0263911,Known
1082,TGG_638,eas,-0.0163421,0.0356308,-0.0171012,0.00794596,0.0329863,0.014643,-0.00239335,-0.0242299,-0.000100875,-0.0243499,Known
1083,TGG_639,eas,-0.016411,0.0343683,-0.0167192,0.00802162,0.0353929,0.0111033,0.00100269,-0.0175779,0.000295765,-0.0183169,Known
1084,TGG_645,eas,-0.0162169,0.0356168,-0.016698,0.00614585,0.0352847,0.0131702,0.000301136,-0.0238855,0.00424151,-0.0180157,Known
1085,TGG_646,eas,-0.0164953,0.035295,-0.0169044,0.00527774,0.0370824,0.0125506,0.00180618,-0.02415,0.00438291,-0.0210876,Known
1086,TGG_647,eas,-0.0161469,0.0343108,-0.0160377,0.00624696,0.0349993,0.0117923,-0.000787349,-0.0198368,0.00307229,-0.0150878,Known
1087,TGG_648,eas,-0.0158769,0.0355189,-0.0169082,0.00576507,0.0387055,0.0117982,-6.22829e-05,-0.0232089,0.00334859,-0.0191247,Known
1088,TGG_649,eas,-0.0158614,0.0340095,-0.0151072,0.00604858,0.0364707,0.0150186,0.00098561,-0.0254857,0.00327655,-0.0173785,Known
1089,TGG_650,eas,-0.0164673,0.0346115,-0.0162521,0.00792095,0.0369222,0.013193,0.0012421,-0.0225715,0.00508196,-0.0182805,Known
1090,TGG_651,eas,-0.0166573,0.0360665,-0.0156679,0.007135,0.0387358,0.0140552,0.00345116,-0.0229082,0.00334637,-0.0195744,Known
1091,TGG_653,eas,-0.016728,0.0352424,-0.0161335,0.00700425,0.0344966,0.0138242,0.00144128,-0.0237659,0.00489229,-0.0205908,Known
1092,TGG_656,eas,-0.0161705,0.0352612,-0.0177381,0.00641478,0.033279,0.0125039,0.00221602,-0.0194678,0.00443969,-0.018965,Known
1093,TGG_657,nfe,-0.0150734,-0.021272,0.0460304,-0.0271256,-0.0298206,0.0528352,0.002629,-0.00672695,0.00294646,0.0215602,Known
1094,TGG_658,nfe,-0.011347,-0.0305507,0.00618377,0.0030803,0.0270963,0.022419,0.00102653,-0.0118116,0.0017189,-0.0102927,Known
1095,TGG_659,nfe,-0.0120073,-0.0303772,0.00316555,0.00135134,0.0268968,0.0203493,0.000405455,-0.0142221,-0.00309577,-0.00827737,Known
1096,TGG_663,nfe,-0.012295,-0.0327402,0.00589395,0.000506668,0.0237485,0.0165939,0.0152699,-0.0207593,0.0126355,0.014345,Known
1097,TGG_664,nfe,-0.0118223,-0.0308609,0.0048971,0.000711318,0.023062,0.0138958,0.0139573,-0.020139,0.0123014,0.0167809,Known
1098,TGG_665,nfe,-0.0115794,-0.0310774,0.00445645,0.00184956,0.0284883,0.0207848,0.00152795,-0.0185034,0.000103015,-0.00828389,Known
1099,TGG_666,nfe,-0.0117267,-0.0312442,0.00402433,0.000929179,0.026181,0.0208288,-0.00231485,-0.0149555,-3.35642e-05,-0.0106878,Known
1100,TGG_667,eas,-0.0184107,0.0428627,0.0256223,-0.0190445,-0.0239654,0.0459363,0.00124279,-0.0148415,0.00278664,0.0123119,Known
1101,TGG_668,amr,-0.0139315,-0.010106,-0.0040644,0.0680128,-0.0284692,0.00578552,-0.00414084,0.00699793,-0.00115308,-0.01338,Known
1102,TGG_669,afr,0.0354998,0.0021291,-0.00223866,0.0026128,0.00401452,0.00609446,-0.0164669,0.00358277,0.0115162,-0.0221672,Known
1103,TGG_670,afr,0.027123,-0.00395546,0.000879811,0.00668018,0.00971415,0.00972594,-0.0166549,-0.00613683,0.00417635,-0.0145833,Known
1104,TGG_671,amr,-0.0176384,0.0146228,0.038006,0.0633541,-0.10975,0.0183486,-0.00565916,0.00802593,-0.0107266,0.00469733,Known
1105,TGG_672,amr,-0.0157055,0.00202066,-0.00810564,0.0942933,-0.0437933,0.00110567,-0.0060821,0.0145145,0.00124356,-0.0106766,Known
1106,TGG_673,amr,-0.0154711,0.00569166,-0.0112546,0.105081,-0.0553235,-0.0114273,-0.000720481,0.00592656,-0.0010295,0.00502979,Known
1107,TGG_674,amr,-0.0157226,0.00690051,-0.0109613,0.106848,-0.0544419,-0.0120646,0.00134011,0.00543816,-0.00434405,0.00301713,Known
1108,TGG_675,amr,-0.00122684,0.00309645,-0.00897077,0.0699324,-0.0366164,-0.0079651,-0.00571382,0.00381857,0.00522039,0.00375022,Known
1109,TGG_676,amr,-0.0161222,0.00842825,-0.011974,0.108678,-0.0559445,-0.0131605,0.00268372,0.00739973,-0.00516122,0.00444653,Known
1110,TGG_677,amr,-0.0153807,-0.000387993,-0.00844003,0.0796805,-0.0338596,0.00183547,-0.00530626,0.00701755,-0.00625517,-0.0109656,Known
1111,TGG_679,afr,0.0363475,0.00112491,-0.00136725,0.00190898,0.00455422,0.00275594,-0.0193973,-2.31235e-05,0.0216491,-0.0180492,Known
1112,TGG_680,afr,0.0281752,-0.00315797,-0.000561255,0.00432948,0.0083316,0.00867637,-0.0150468,-0.00405884,0.0117434,-0.022932,Known
1113,TGG_681,afr,0.0279821,-0.0044011,0.00186066,0.00322347,0.00599718,0.00230827,-0.00138412,-0.0115983,0.0218388,0.0183417,Known
1114,TGG_684,amr,-0.0144331,-0.000696093,-0.0078121,0.0841221,-0.0344223,-0.000143515,-0.00590846,0.006477,-0.00698811,-0.0133265,Known
